lemma,level,english,example_de,example_en,gender,plural,approved,sources_csv,source_notes
Paket,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Paket
Parfum,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Parfum
Parfüm,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Parf%C3%BCm
Park,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Park
Passwort,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Passwort
Person,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Person
Pferd,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Pferd
Pflanze,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Pflanze
Pizza,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Pizza
Plakat,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Plakat
Portion,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Portion
Poster,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Poster#1
Postkarte,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Postkarte
Produkt,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Produkt
Programm,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Programm
Projekt,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Projekt
Pullover,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Pullover
Qualität,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Qualit%C3%A4t
Quiz,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Quiz
Rad,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rad
Radio,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Radio
Rathaus,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rathaus
Reifen,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Reifen
Reihe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Reihe
Reinigung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Reinigung
Rentner,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rentner
Rentnerin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rentnerin
Rest,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rest
Rezept,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rezept
Rind,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rind
Ring,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ring
Rock,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rock#1
Rose,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rose
Rucksack,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rucksack
Ruhe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ruhe
Rundgang,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Rundgang
Rätsel,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/R%C3%A4tsel
Rücken,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/R%C3%BCcken#1
Sache,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Sache
Schere,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schere
Schiff,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schiff
Schirm,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schirm
Schlafzimmer,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schlafzimmer
Schloss,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schloss#1; https://www.dwds.de/wb/Schloss#2
Schmerz,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schmerz
Schnee,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schnee
Schokolade,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schokolade
Schwein,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Schwein
Schülerin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Sch%C3%BClerin
Seife,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Seife#1
Seite,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Seite
Sendung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Sendung
Service,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Service#2
Situation,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Situation
Spass,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Spass
Spaziergang,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Spaziergang
Spaß,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Spa%C3%9F
Spiel,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Spiel
Sportplatz,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Sportplatz
Sprechstunde,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Sprechstunde
Stadtplan,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stadtplan
Star,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Star#3
Stiefel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stiefel
Stift,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stift#1
Stipendium,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stipendium
Stockwerk,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stockwerk
Strand,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Strand
Stress,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stress
Studentin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Studentin
Stuhl,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Stuhl
Stück,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/St%C3%BCck
Supermarkt,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Supermarkt
Suppe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Suppe
Süßigkeit,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/S%C3%BC%C3%9Figkeit
T-Shirt,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/T-Shirt
Tablet,A2,,,,"das, der",,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tablet
Tablette,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tablette
Tafel,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tafel
Taschengeld,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Taschengeld
Tasse,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tasse
Team,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Team
Teller,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Teller
Tennis,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tennis
Theater,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Theater
Tier,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tier
Tipp,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tipp#1
Titel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Titel
Topf,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Topf
Torte,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Torte
Tour,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tour
Tourist,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Tourist
Touristin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Touristin
Training,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Training
Traum,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Traum
Tür,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/T%C3%BCr
Umzug,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Umzug
Unfall,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Unfall
Universität,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Universit%C3%A4t
Unterkunft,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Unterkunft
Unterschied,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Unterschied
Veranstaltung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Veranstaltung
Verkehr,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Verkehr
Verkehrsmittel,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Verkehrsmittel
Vermieterin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Vermieterin
Verspätung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Versp%C3%A4tung
Vertrag,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Vertrag
Vogel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Vogel
Volleyball,A2,,,,"der, das",,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Volleyball
Vorschlag,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Vorschlag
Wald,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Wald
Web-Seite,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Web-Seite
Webseite,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Webseite
Weg,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Weg
Werkstatt,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Werkstatt
Wettbewerb,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Wettbewerb
Witz,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Witz
Wohnzimmer,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Wohnzimmer
Wolke,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Wolke
Workshop,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Workshop
Wunsch,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Wunsch
Wurst,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Wurst
Wäsche,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/W%C3%A4sche
Zahl,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zahl
Zahn,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zahn
Zeitschrift,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zeitschrift
Zelt,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zelt
Zentrum,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zentrum
Zettel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zettel#1
Zeugnis,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zeugnis
Ziel,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ziel
Zirkus,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zirkus
Zitrone,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zitrone
Zoo,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zoo
Zucker,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Zucker
Übersetzung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/%C3%9Cbersetzung
Abbildung,B1,"depiction, image, figure, picture, illustration",,,die,,false,dwds-goethe-B1.csv; Manual Apply,https://www.dwds.de/wb/Abbildung
Abenteuer,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abenteuer
Abfall,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abfall
Abfalleimer,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abfalleimer
Abgas,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abgas
Abitur,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abitur
Abonnement,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abonnement
Abschied,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abschied
Abschluss,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abschluss
Abschnitt,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abschnitt
Absenderin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Absenderin
Abt,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abt
Abteilung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abteilung
Abwart,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abwart
Abwartin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Abwartin
Aktion,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aktion
Aktivität,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aktivit%C3%A4t
Alarm,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Alarm
Alkohol,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Alkohol
Alltag,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Alltag
Alphabet,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Alphabet
Altenheim,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Altenheim
Alternative,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Alternative#1
Altersheim,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Altersheim
Amt,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Amt
Anbieter,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anbieter
Angabe,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Angabe
Angehörige,B1,,,,"die, der",,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Angeh%C3%B6rige
Angestellte,B1,,,,"der, die",,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Angestellte
Anlage,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anlage
Anleitung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anleitung
Annonce,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Annonce
Anspruch,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anspruch
Antrag,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Antrag
Anwalt,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anwalt
Anwältin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anw%C3%A4ltin
Anzahl,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Anzahl
Aprikose,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aprikose
Arbeiter,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Arbeiter
Arbeiterin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Arbeiterin
Arbeitserlaubnis,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Arbeitserlaubnis
Arbeitslosigkeit,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Arbeitslosigkeit
Arbeitsstelle,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Arbeitsstelle
Architekt,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Architekt
Architektin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Architektin
Art,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Art
Asyl,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Asyl
Atem,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Atem
Aufenthalt,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aufenthalt
Aufforderung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aufforderung
Aufnahme,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aufnahme
Auftrag,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Auftrag
Auftritt,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Auftritt
Augenblick,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Augenblick
Ausdruck,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ausdruck#1; https://www.dwds.de/wb/Ausdruck#2
Ausfahrt,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ausfahrt
Ausgabe,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ausgabe
Aushilfe,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aushilfe
Ausnahme,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ausnahme
Aussprache,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Aussprache
Auswahl,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Auswahl
Autor,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Autor
Autorin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Autorin
Backofen,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Backofen
Backrohr,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Backrohr
Badewanne,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Badewanne
Ballett,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ballett
Bancomat,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bancomat
Bancomatkarte,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bancomatkarte
Bankleitzahl,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bankleitzahl
Bankomat,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bankomat
Bankomatkarte,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bankomatkarte
Bar,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bar#1
Bargeld,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bargeld
Bart,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bart
Batterie,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Batterie#1
Bau,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bau
Bauer,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bauer#1
Bauernhof,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bauernhof
Beamtin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beamtin
Bedarf,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bedarf
Bedeutung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bedeutung
Bedienungsanleitung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bedienungsanleitung
Bedingung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bedingung
Beginn,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beginn
Begründung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Begr%C3%BCndung
Behörde,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beh%C3%B6rde
Beitrag,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beitrag
Beleg,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beleg
Benzin,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Benzin
Beratung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beratung
Bereich,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bereich
Bericht,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bericht
Beschreibung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beschreibung
Beschäftigung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Besch%C3%A4ftigung
Besprechung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Besprechung
Besserung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Besserung
Bestätigung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Best%C3%A4tigung
Betrag,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betrag
Betreuer,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betreuer
Betreuerin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betreuerin
Betreuung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betreuung
Betrieb,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betrieb
Betriebsrat,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betriebsrat
Betriebsrätin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Betriebsr%C3%A4tin
Bevölkerung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bev%C3%B6lkerung
Beweis,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beweis
Bewohner,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bewohner
Bewohnerin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bewohnerin
Beziehung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Beziehung
Bildschirm,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bildschirm
Billet,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Billet
Billett,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Billett
Biologie,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Biologie
Blitz,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Blitz
Boden,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Boden
Boot,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Boot#1
Botschaft,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Botschaft
Braten,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Braten
Bremse,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bremse#1
Briefkasten,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Briefkasten
Brieftasche,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Brieftasche
Briefträger,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Brieftr%C3%A4ger
Briefträgerin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Brieftr%C3%A4gerin
Briefumschlag,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Briefumschlag
Broschüre,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Brosch%C3%BCre
Brust,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Brust
Brötli,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Br%C3%B6tli
Bub,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Bub
Buchhandlung,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Buchhandlung
Buffet,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Buffet
Burg,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Burg
Büchse,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/B%C3%BCchse#1
Büfett,B1,,,,das,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/B%C3%BCfett
Bühne,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/B%C3%BChne
Bürger,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/B%C3%BCrger
Bürgerin,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/B%C3%BCrgerin
Bürste,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/B%C3%BCrste
Chance,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Chance
Chipkarte,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Chipkarte
Coiffeur,B1,,,,der,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Coiffeur
Coiffeuse,B1,,,,die,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/Coiffeuse
